text,label
"And if that happened, the Crusoe Family might be stuck in space FOREVER!",0
"We’ll have to get down to Earth sooner than that,",1
said Mum.,0
Because I’ve sworn a solemn oath to smack your Uncle Jeff around the chops.,1
"What was he thinking of, sending us up here?",1
"He’s the most irresponsible uncle in the entire world, sorry, in the entire Universe",1
"she said with a gesture towards the Universe itself, stretched out just beyond the window.",0
And then she froze.,0
Oh my...,1
she said.,0
Oh my stars.,1
I’m hallucinating.,1
Or can you see what I can see?,1
"I think I can,",1
said Jeremy.,0
"Well if you can see Uncle Jeff taking a space walk just outside our window, then you’re having the same hallucination that I’m having,",1
said Mum.,0
"I think we are,",1
said Dad. Fifteen minutes later they heard a metallic clunk as the space shuttled docked with the hotel.,0
"First Uncle Jeff, and then Sergei, the owner of the travel company, floated into the reception area.",0
Fred the Robot Butler said:,0
Welcome to the Space Hotel. The management of Holidays in Space wishes you a happy and comfortable stay.,1
"Hey kids, how do you like it up here?",1
boomed Uncle Jeff.,0
"Wicked,",1
said Jeremy.,0
But it would be nice to get down some time.,1
"And very soon you shall,",1
said Jeff. An hour later the family were strapped into their seats in the space shuttle.,0
"The descent to the desert of Kazakhstan took just thirty minutes, but the inside of the shuttle was as hot as a sauna on the way down.",0
"They landed on the runway with two or three bumps, but no real trouble.",0
"When they climbed down the ladder onto the tarmac, Jeremy looked up at the sky and said:",0
Uncle Jeff’s up there somewhere.,1
said Jemima.,0
He got his space trip after all.,1
"You see, after all the millionaires cancelled their Holidays in Space, the only people confident enough to fly in the shuttle were Sergei and Uncle Jeff. According to Sergei, there was nothing much wrong with the shuttle from the safety point of view.",0
It just needed some routine maintenance after its first trip.,0
The story about the masking tape had been spread by a rival company and wasn’t true at all.,0
But the only way to prove that it wasn’t true was to make the trip himself.,0
"And the only other person who had enough faith to go with him, was Uncle Jeff. And in one week’s time, the shuttle would return to pick them up again and bring them back to Earth. And that’s the story of how Jeremy and Jemima, Mum and Dad, and Uncle Jeff spent their Christmas Holiday in space.",0
Katie returns for a story in which her mother buys her a black kitten to help her with her magic.,0
Katie puts a spell on the cat so that he can talk.,0
"Soon he is not only talking, he’s gossiping about all her friends.",0
"Story by Bertie. Read by Natasha. Proofread by Jana Elizabeth. Katie and the Cat Who Talked- ￼Every Saturday, not far from where Katie lived, there was a market.",0
Farmers came into town and set up their stalls in a car park.,0
"They sold the tastiest apples, the freshest eggs, and all sorts of vegetables that still had the mud from the fields on them.",0
"Katie liked to go there with her mum who looked for unusual herbs like sorrel, angelica and coltsfoot.",0
"Sometimes she made spells with these herbs, but quite often she just put them in her soups.",0
"One morning, as they were leaving the market, they passed an old lady who was standing on the corner holding a wicker basket.",0
"Little girl, do you want to see what I have inside this basket?",1
she asked.,0
"Katie was a bit afraid, because she thought that perhaps she had something bad in the basket, like apples that were poisonous.",0
"Besides, she knew that she must never speak to strangers.",0
But then she heard a little sound.,0
Mee-ow.,1
"Oh Mum, can we look please?",1
she asked.,0
Katie’s mum was curious to see too.,0
"The old lady pulled back the cloth, and they saw that inside the basket, four little kittens were clambering over each other.",0
"Oh please, they are so cute, Mum can we have one?",1
Mum shook her head.,0
"Oh please, please, can we have a kitten?",1
I want one so much.,1
"I promise to look after it and besides,",1
"she whispered,",0
a cat could help me with my magic.,1
One of the kittens was black.,0
Mum picked it up by the scruff on the back of its neck – the way a mother cat picks up her kittens.,0
She examined it closely and made sure that he was completely black without even the smallest white mark on its paws.,0
"All right,",1
she said.,0
We’ll buy this one.,1
"Back at home, the fluffy little creature did loads of incredibly cute things like playing with a ball of wool, looking in the mirror and thinking there was another cat there, and climbing in and out of Katie’s shoe.",0
"Mum, what sort of magic can cats do?",1
asked Katie.,0
"Cats are very clever and can be your ears and eyes,",1
said Mum.,0
But you must be very careful.,1
Cats don’t have much tact.,1
They can get you into all sorts of trouble.,1
"By my cat’s clever,",1
said Katie. She picked up her kitten and kissed him.,0
"I shall call you Solomon,",1
she said.,0
Because you are so much wiser than ordinary cats.,1
The months passed and Solomon grew up into a serious young cat who liked to sit and watch Katie do her homework.,0
"He often went out for long walks on his own, and Katie wondered where he wandered and what he saw.",0
Wouldn’t it be nice to ask him?,1
she thought.,0
And then she had an idea.,0
She went into her mother’s room and pulled down a volume from the Encyclopedia of Magic. There were some spells in there that were so secret that they weren’t even on the internet yet.,0
She turned through the pages of magic instructions that began with,0
and she found the one that looked the most promising for her purpose.,0
It was called,0
Cat’s Tongue,1
Katie went out into the garden to pick some catnip.,0
"She said a magic spell over it, and came back in to the kitchen to give it to Solomon. He purred appreciatively because there was nothing that he liked more than catnip.",0
"Now Solomon,",1
"said Katie,",0
can you tell me where you went on your walk today and what you saw?,1
"Murrrrr,",1
said Solomon.,0
"I’m afraid I don’t understand cat talk,",1
said Katie.,0
"I was just thinking,",1
"said Solomon,",0
what to tell you first.,1
Would you like to know about the mouse that I caught and ate for breakfast?,1
Not really.,1
Or would you like to know about the oak tree where I sharpen my claws?,1
Not especially.,1
Then shall I tell you who I saw with your friend Isis?,1
